"Отметка времени","Чи знаєте Ви про інсування здорових снеків/батончиків?","Як Ви їх сприймаєте?","Які з перелічених брендів Ви купуєте?","Ви вважаєте ціну на здорові снеки зависокою?","Де Ви найчастіше купуєте снеки?","Чи слідкуєте Ви за своїм харчуванням?","Чи займаєтесь Ви спортом?","Чи вистачає Вам часу для повноцінного харчування?","Ваша стать","Ваш вік ","У якому населеному пункті Ви проживаєте?","Ваш місячний рівень доходу"
"2019/10/31 11:53:14 AM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Tekmar;Bakalland BA!;EatMe","Так","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Так","Ні","Жіноча","14-21 рік","Київ","<4 тис.грн."
"2019/10/31 11:55:13 AM GMT+2","Ні","","","","","","","","Чоловіча","14-21 рік","Київ","7-10 тис.грн."
"2019/10/31 11:55:13 AM GMT+2","Так","Як перекус","Fitness;Tekmar","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Заправки;Кав`ярні","Так","Так","Так","Жіноча","22-35 рік","Киев","<4 тис.грн."
"2019/10/31 12:05:37 PM GMT+2","Так","Як перекус","Fitness;Tekmar;EatMe","Скоріше ні","Мінімаркет (Фора, АТБ)","Так","Ні","Так","Жіноча","22-35 рік","","7-10 тис.грн."
"2019/10/31 12:05:45 PM GMT+2","Так","Як перекус","Fitness","Скоріше так","Кіоск","Так","Так","Ні","Чоловіча","36-45 рік","Вінниця","7-10 тис.грн."
"2019/10/31 12:14:31 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Cini Minis;Bakalland BA!;EatMe;Батончики Гранола","Скоріше ні","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус)","Так","Так","Ні","Жіноча","14-21 рік","Дніпро","7-10 тис.грн."
"2019/10/31 12:15:30 PM GMT+2","Так","Як перекус","Lantmännen АХА;Bakalland BA!","Ні","Супермаркет (Сільпо, Білла, Варус)","Так","Так","Ні","Жіноча","22-35 рік","Киев ","10-20 тис.грн."
"2019/10/31 12:19:25 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Не знаю","","Ні","Так","Ні","Чоловіча","36-45 рік","Житомир","7-10 тис.грн."
"2019/10/31 12:22:43 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Lantmännen АХА;Bakalland BA!;EatMe","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Ні","Жіноча","46-55 рік","Kyiv ","20-30 тис.грн"
"2019/10/31 12:24:15 PM GMT+2","Так","Як перекус","Fitto","Не знаю","Мінімаркет (Фора, АТБ)","Ні","Ні","Ні","Чоловіча","22-35 рік","Київ","20-30 тис.грн"
"2019/10/31 12:24:18 PM GMT+2","Ні","","","","","","","","Чоловіча","36-45 рік","Київ",">30 тис.грн."
"2019/10/31 12:25:10 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі)","Так","Так","Так","Жіноча","22-35 рік","київ","10-20 тис.грн."
"2019/10/31 12:26:38 PM GMT+2","Так","Як перекус","Tekmar","Так","Где попадутся","Так","Так","Ні","Жіноча","36-45 рік","Киев ","10-20 тис.грн."
"2019/10/31 12:28:25 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Tekmar","Ні","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Ні","Жіноча","22-35 рік","","4-6 тис.грн."
"2019/10/31 12:28:34 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Granola Energy;Bakalland BA!","Скоріше ні","Спеціалізовані магазини (Еко-лавка);Заправки;Кав`ярні","Так","Так","Так","Жіноча","22-35 рік","Київ",">30 тис.грн."
"2019/10/31 12:29:23 PM GMT+2","Ні","","","","","","","","","","",""
"2019/10/31 12:32:47 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Скоріше так","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Так","Так","Жіноча","36-45 рік","Киев",">30 тис.грн."
"2019/10/31 12:32:54 PM GMT+2","Так","","Жодний з перелічених","Скоріше так","","Ні","Ні","Ні","Жіноча","36-45 рік","","10-20 тис.грн."
"2019/10/31 12:33:04 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Bakalland BA!","Скоріше так","Мінімаркет (Фора, АТБ);Спеціалізовані магазини (Еко-лавка)","Так","Так","Ні","Жіноча","46-55 рік","Київ ","10-20 тис.грн."
"2019/10/31 12:33:26 PM GMT+2","Так","Як перекус","Жодний з перелічених","Скоріше так","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Так","Ні","Жіноча","22-35 рік","Київ","4-6 тис.грн."
"2019/10/31 12:33:53 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Не знаю","Спеціалізовані магазини (Еко-лавка)","Так","Так","Так","Жіноча","46-55 рік","Киев","7-10 тис.грн."
"2019/10/31 12:41:52 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Ні","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Так","Чоловіча","14-21 рік","Киев",">30 тис.грн."
"2019/10/31 12:48:17 PM GMT+2","Так","Як джерело корисних елементів","Granola Energy;EatMe","Скоріше так","Мінімаркет (Фора, АТБ)","Так","Так","Ні","Чоловіча","14-21 рік","Житомир","4-6 тис.грн."
"2019/10/31 12:49:09 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Bakalland BA!","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Так","Жіноча","55+","Київ","<4 тис.грн."
"2019/10/31 12:50:33 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Скоріше так","Мінімаркет (Фора, АТБ);Кав`ярні","Так","Так","Ні","Жіноча","36-45 рік","Київ","20-30 тис.грн"
"2019/10/31 12:51:34 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;EatMe","Скоріше так","Коли захотілося снек, купую в магазині який є найближчим в той момент","Так","Ні","Ні","Жіноча","22-35 рік","Київ","<4 тис.грн."
"2019/10/31 12:52:42 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Ні","Супермаркет (Сільпо, Білла, Варус)","Так","Так","Так","Жіноча","22-35 рік","Київ","10-20 тис.грн."
"2019/10/31 12:52:53 PM GMT+2","Так","Як перекус","Fitness;Granola Energy;Tekmar;EatMe","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус)","Так","Так","Ні","Жіноча","36-45 рік","Київ",""
"2019/10/31 12:55:43 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Ні","Жіноча","22-35 рік","Гаврилівка","4-6 тис.грн."
"2019/10/31 12:56:38 PM GMT+2","Ні","","","","","","","","Жіноча","36-45 рік","Киев","10-20 тис.грн."
"2019/10/31 12:58:42 PM GMT+2","Ні","","","","","","","","Жіноча","22-35 рік","Святошинський","10-20 тис.грн."
"2019/10/31 1:00:02 PM GMT+2","Так","Як перекус","Fitness;Lantmännen АХА;EatMe;Fitto","Так","Мінімаркет (Фора, АТБ)","Ні","Ні","Ні","Жіноча","14-21 рік","Киев ","10-20 тис.грн."
"2019/10/31 1:02:00 PM GMT+2","Ні","","","","","","","","Жіноча","36-45 рік","Київ","10-20 тис.грн."
"2019/10/31 1:02:13 PM GMT+2","Так","Як перекус","Fitness;Lantmännen АХА;Bakalland BA!","Ні","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Ні","Так","Чоловіча","22-35 рік","Київ",">30 тис.грн."
"2019/10/31 1:02:53 PM GMT+2","Так","Як перекус","Жодний з перелічених","Скоріше ні","Спеціалізовані магазини (Еко-лавка)","Так","Так","Так","Жіноча","22-35 рік","","20-30 тис.грн"
"2019/10/31 1:05:57 PM GMT+2","Так","Як перекус;Як солодощі/альтернатива солодощам","Fitness;EatMe","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ);Спеціалізовані магазини (Еко-лавка);Заправки","Так","Ні","Так","Жіноча","36-45 рік","","20-30 тис.грн"
"2019/10/31 1:08:39 PM GMT+2","Так","Як солодощі/альтернатива солодощам","EatMe","Так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Так","Жіноча","36-45 рік","Київ","<4 тис.грн."
"2019/10/31 1:11:41 PM GMT+2","Так","Як солодощі/альтернатива солодощам;Як джерело корисних елементів","Fitness;Lantmännen АХА;Tekmar","Так","Мінімаркет (Фора, АТБ)","Так","Так","Так","Жіноча","22-35 рік","Київ","4-6 тис.грн."
"2019/10/31 1:13:10 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Lantmännen АХА;Fitto","Так","Мінімаркет (Фора, АТБ);Кав`ярні","Ні","Ні","Так","Чоловіча","22-35 рік","Киев",""
"2019/10/31 1:13:20 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;EatMe","Скоріше ні","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ);Кіоск;Кав`ярні","Так","Так","Ні","Жіноча","22-35 рік","Киев","7-10 тис.грн."
"2019/10/31 1:13:43 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Lantmännen АХА;Батончики Гранола","Скоріше ні","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Ні","Ні","Жіноча","22-35 рік","Київ ","7-10 тис.грн."
"2019/10/31 1:13:55 PM GMT+2","Так","Як солодощі/альтернатива солодощам","EatMe","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Ні","Жіноча","22-35 рік","Київ ",">30 тис.грн."
"2019/10/31 1:14:36 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Tekmar;EatMe","Скоріше так","rozetka, аптеки","Так","Так","Ні","Жіноча","22-35 рік","Київ","20-30 тис.грн"
"2019/10/31 1:16:06 PM GMT+2","Так","Як перекус","EatMe","Скоріше так","Мінімаркет (Фора, АТБ)","Так","Ні","Ні","Жіноча","22-35 рік","",">30 тис.грн."
"2019/10/31 1:17:44 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;EatMe","Не знаю","Мінімаркет (Фора, АТБ)","Так","Так","Так","Жіноча","22-35 рік","Киев",">30 тис.грн."
"2019/10/31 1:18:12 PM GMT+2","Так","Як джерело корисних елементів","Tekmar","Так","На американских сайтах","Так","Так","Так","Жіноча","36-45 рік","Киев","10-20 тис.грн."
"2019/10/31 1:18:41 PM GMT+2","Так","Як перекус","Fitness;Lantmännen АХА;Tekmar;Bakalland BA!;EatMe;Батончики Гранола","Скоріше ні","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Ні","Ні","Так","Жіноча","36-45 рік","Киев","7-10 тис.грн."
"2019/10/31 1:18:57 PM GMT+2","Так","Як перекус","Lantmännen АХА","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Так","Жіноча","36-45 рік","Київ","7-10 тис.грн."
"2019/10/31 1:21:21 PM GMT+2","Так","Як перекус;Як солодощі/альтернатива солодощам","EatMe","Скоріше так","Кав`ярні","Так","Так","Ні","Чоловіча","22-35 рік","Київ","4-6 тис.грн."
"2019/10/31 1:22:09 PM GMT+2","Так","Як перекус","Fitness;Lantmännen АХА;Fitto","Скоріше ні","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Ні","Ні","Ні","Жіноча","22-35 рік","Київ","4-6 тис.грн."
"2019/10/31 1:23:02 PM GMT+2","Ні","","","","","","","","Жіноча","36-45 рік","Киев","20-30 тис.грн"
"2019/10/31 1:23:20 PM GMT+2","Так","Як перекус","Fitness;Fitto","Скоріше ні","Супермаркет (Сільпо, Білла, Варус);Велмарт","Ні","Ні","Ні","Жіноча","22-35 рік","Київ","10-20 тис.грн."
"2019/10/31 1:23:31 PM GMT+2","Так","Як перекус;Як солодощі/альтернатива солодощам","Fitness;EatMe","Ні","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Так","Жіноча","36-45 рік","Киев","20-30 тис.грн"
"2019/10/31 1:24:28 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Tekmar;EatMe","Скоріше так","Вел Март","Ні","Ні","Ні","Жіноча","22-35 рік","Киев","7-10 тис.грн."
"2019/10/31 1:25:16 PM GMT+2","Ні","","","","","","","","Жіноча","36-45 рік","Київ","7-10 тис.грн."
"2019/10/31 1:25:51 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Так","Не купую останнім часом","Так","Ні","Ні","Жіноча","22-35 рік","Киев",">30 тис.грн."
"2019/10/31 1:26:29 PM GMT+2","Ні","","","","","","","","Жіноча","46-55 рік","Київ","10-20 тис.грн."
"2019/10/31 1:27:43 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Lantmännen АХА;EatMe;Батончики Гранола","Ні","Мінімаркет (Фора, АТБ)","Ні","Ні","Ні","Жіноча","22-35 рік","Київ","7-10 тис.грн."
"2019/10/31 1:29:18 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Батончики Гранола","Скоріше так","Спеціалізовані магазини (Еко-лавка)","Так","Так","Ні","Жіноча","22-35 рік","Макаров","<4 тис.грн."
"2019/10/31 1:29:19 PM GMT+2","Так","Як перекус;Як солодощі/альтернатива солодощам;Як джерело корисних елементів","Fitness;Tekmar;Fitto;Батончики Гранола","Скоріше ні","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Так","Ні","Чоловіча","22-35 рік","Київ","10-20 тис.грн."
"2019/10/31 1:35:21 PM GMT+2","Так","Як перекус","Fitness;EatMe","Скоріше ні","Мінімаркет (Фора, АТБ)","Так","Так","Ні","Жіноча","36-45 рік","Київ","7-10 тис.грн."
"2019/10/31 1:36:14 PM GMT+2","Ні","","","","","","","","Чоловіча","46-55 рік","Ирпень","10-20 тис.грн."
"2019/10/31 1:39:46 PM GMT+2","Так","Як перекус","Fitness","Не знаю","Супермаркет (Сільпо, Білла, Варус);Кав`ярні","Ні","Ні","Ні","Жіноча","22-35 рік","Київ","4-6 тис.грн."
"2019/10/31 1:39:59 PM GMT+2","Так","Як перекус","Fitness","Не знаю","где застанет внезапное чувство голода","Так","Так","Так","Жіноча","22-35 рік","киев",""
"2019/10/31 1:40:17 PM GMT+2","Так","Як перекус","EatMe","Ні","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Так","Ні","Жіноча","22-35 рік","Дніпро","10-20 тис.грн."
"2019/10/31 1:45:53 PM GMT+2","Ні","","","","","","","","Жіноча","36-45 рік","Київ ","10-20 тис.грн."
"2019/10/31 1:46:52 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Lantmännen АХА;EatMe","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Так","Жіноча","36-45 рік","Київ","20-30 тис.грн"
"2019/10/31 1:52:14 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;EatMe","Скоріше ні","Мегамаркет","Ні","Ні","Так","Жіноча","36-45 рік","Киев","10-20 тис.грн."
"2019/10/31 1:55:11 PM GMT+2","Ні","","","","","","","","Жіноча","22-35 рік","КиЇв","10-20 тис.грн."
"2019/10/31 1:56:47 PM GMT+2","Так","Як перекус","Fitness;Tekmar","Ні","Аптеках","Ні","Ні","Ні","Жіноча","36-45 рік","Київ","10-20 тис.грн."
"2019/10/31 1:57:09 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Tekmar;EatMe","Так","Мінімаркет (Фора, АТБ)","Так","Так","Так","Жіноча","22-35 рік","Киев","10-20 тис.грн."
"2019/10/31 1:58:12 PM GMT+2","Так","Як перекус;Як джерело корисних елементів","Жодний з перелічених","Скоріше так","","Так","Так","Так","Жіноча","36-45 рік","Київ","7-10 тис.грн."
"2019/10/31 1:58:31 PM GMT+2","Так","Як перекус","Lantmännen АХА;Батончики Гранола","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі)","Так","Ні","Так","Жіноча","36-45 рік","Київ","7-10 тис.грн."
"2019/10/31 1:59:28 PM GMT+2","Ні","","","","","","","","Жіноча","55+","Киев","7-10 тис.грн."
"2019/10/31 2:00:36 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Lantmännen АХА","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус)","Так","Так","Ні","Жіноча","22-35 рік","києві ","4-6 тис.грн."
"2019/10/31 2:00:53 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Не знаю","Супермаркет (Сільпо, Білла, Варус);Заправки","Ні","Так","Ні","Жіноча","22-35 рік","",""
"2019/10/31 2:03:53 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Скоріше так","не купую","Ні","Ні","Ні","Жіноча","22-35 рік","Обухів","20-30 тис.грн"
"2019/10/31 2:04:54 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Cini Minis;Granola Energy;Tekmar;EatMe;Fitto","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі);Спеціалізовані магазини (Еко-лавка);Заправки;Кав`ярні","Так","Ні","Ні","Жіноча","22-35 рік","Киев","10-20 тис.грн."
"2019/10/31 2:07:17 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Lantmännen АХА;Bakalland BA!;EatMe;Батончики Гранола","Скоріше ні","Супермаркет (Сільпо, Білла, Варус);Заправки","Так","Так","Так","Жіноча","22-35 рік","Київ","<4 тис.грн."
"2019/10/31 2:08:09 PM GMT+2","Ні","","","","","","","","Жіноча","22-35 рік","Киев","<4 тис.грн."
"2019/10/31 2:10:26 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Ні","Жіноча","36-45 рік","Київ","20-30 тис.грн"
"2019/10/31 2:12:57 PM GMT+2","Так","Як солодощі/альтернатива солодощам","EatMe","Скоріше ні","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Так","Жіноча","22-35 рік","Київ","<4 тис.грн."
"2019/10/31 2:13:23 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Lantmännen АХА","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Ні","Жіноча","22-35 рік","Киев","10-20 тис.грн."
"2019/10/31 2:20:16 PM GMT+2","Так","Як перекус","Tekmar;Bakalland BA!","Не знаю","Мінімаркет (Фора, АТБ)","Ні","Ні","Ні","Жіноча","22-35 рік","Київ","7-10 тис.грн."
"2019/10/31 2:23:43 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Не знаю","Не вживаю і не купую","Так","Так","Так","Жіноча","36-45 рік","Київ","20-30 тис.грн"
"2019/10/31 2:26:51 PM GMT+2","Так","Як перекус","Tekmar;EatMe","Скоріше ні","Гіпермаркет (Ашан, Метро, Фоззі);Мінімаркет (Фора, АТБ)","Ні","Ні","Так","Жіноча","22-35 рік","Київ","4-6 тис.грн."
"2019/10/31 2:31:11 PM GMT+2","Так","Як перекус","Tekmar;EatMe","Скоріше так","Мінімаркет (Фора, АТБ)","Так","Так","Ні","Жіноча","22-35 рік","",">30 тис.грн."
"2019/10/31 2:31:26 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Bakalland BA!","Скоріше ні","Мінімаркет (Фора, АТБ)","Так","Так","Ні","","36-45 рік","Київ","10-20 тис.грн."
"2019/10/31 2:31:46 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Cini Minis;Lantmännen АХА","Скоріше ні","Мінімаркет (Фора, АТБ)","Ні","Ні","Так","Жіноча","22-35 рік","","4-6 тис.грн."
"2019/10/31 2:38:32 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Скоріше ні","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Ні","Жіноча","22-35 рік","Киев ","10-20 тис.грн."
"2019/10/31 2:39:26 PM GMT+2","Ні","","","","","","","","Жіноча","36-45 рік","Киев","4-6 тис.грн."
"2019/10/31 2:39:49 PM GMT+2","Так","Як перекус","Fitness;Lantmännen АХА;Tekmar","Скоріше ні","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ);Спеціалізовані магазини (Еко-лавка);Кав`ярні","Так","Ні","Ні","Жіноча","36-45 рік","Киев","10-20 тис.грн."
"2019/10/31 2:44:38 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Так","Мінімаркет (Фора, АТБ)","Так","Так","Ні","Жіноча","22-35 рік","Киев","20-30 тис.грн"
"2019/10/31 2:48:48 PM GMT+2","Так","Як перекус","Fitness;Lantmännen АХА;Tekmar;Bakalland BA!;EatMe;Fitto","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Так","Так","Жіноча","22-35 рік","Киев",">30 тис.грн."
"2019/10/31 2:51:33 PM GMT+2","Так","Як солодощі/альтернатива солодощам","EatMe","Скоріше ні","Мінімаркет (Фора, АТБ)","Так","Ні","Так","Жіноча","22-35 рік","Київ ","7-10 тис.грн."
"2019/10/31 2:53:41 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Так","Так","Жіноча","22-35 рік","Київ","10-20 тис.грн."
"2019/10/31 2:54:48 PM GMT+2","Так","Як перекус","Tekmar","Скоріше ні","Гіпермаркет (Ашан, Метро, Фоззі)","Так","Так","Так","Жіноча","22-35 рік","","<4 тис.грн."
"2019/10/31 2:57:14 PM GMT+2","Так","Як перекус","Tekmar","Так","Заправки","Так","Так","Так","Жіноча","36-45 рік","Киів","7-10 тис.грн."
"2019/10/31 2:59:04 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;Lantmännen АХА;EatMe","Скоріше ні","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Ні","Жіноча","22-35 рік","Буча","4-6 тис.грн."
"2019/10/31 3:01:07 PM GMT+2","Так","Як перекус;Як солодощі/альтернатива солодощам;Як джерело корисних елементів","Fitness;Lantmännen АХА;Granola Energy;Tekmar;EatMe;Fitto;Батончики Гранола","Скоріше ні","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Кав`ярні","Так","Так","Так","Жіноча","36-45 рік","Киев","20-30 тис.грн"
"2019/10/31 3:02:03 PM GMT+2","Так","Як перекус","Fitness;EatMe","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі);Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ);Кіоск","Ні","Так","Так","Чоловіча","22-35 рік","Kiev","10-20 тис.грн."
"2019/10/31 3:05:45 PM GMT+2","Ні","","","","","","","","Жіноча","46-55 рік","Київ","10-20 тис.грн."
"2019/10/31 3:05:46 PM GMT+2","Так","Як солодощі/альтернатива солодощам;Як джерело корисних елементів","Fitness;Lantmännen АХА;Fitto","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Ні","Жіноча","22-35 рік","Киев",""
"2019/10/31 3:06:34 PM GMT+2","Так","Як перекус","Fitness;EatMe","Скоріше так","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Ні","Так","Жіноча","46-55 рік","Київ","10-20 тис.грн."
"2019/10/31 3:08:00 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Cini Minis;Tekmar;EatMe","Скоріше ні","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Так","Так","Жіноча","22-35 рік","Київ ","7-10 тис.грн."
"2019/10/31 3:08:43 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Lantmännen АХА;Батончики Гранола","Так","Мінімаркет (Фора, АТБ)","Так","Так","Так","Жіноча","22-35 рік","Киев","7-10 тис.грн."
"2019/10/31 3:14:34 PM GMT+2","Ні","","","","","","","","Жіноча","22-35 рік","Київ","7-10 тис.грн."
"2019/10/31 3:17:30 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Так","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Ні","Ні","Так","Жіноча","36-45 рік","Київ","7-10 тис.грн."
"2019/10/31 3:17:33 PM GMT+2","Так","Як перекус;Як солодощі/альтернатива солодощам","Tekmar;EatMe;Батончики Гранола","Скоріше ні","Мінімаркет (Фора, АТБ)","Так","Так","Ні","Жіноча","22-35 рік","Київ","<4 тис.грн."
"2019/10/31 3:17:40 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness;EatMe","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі)","Так","Ні","Так","Жіноча","36-45 рік","Київ","7-10 тис.грн."
"2019/10/31 3:20:42 PM GMT+2","Так","Як перекус","Fitness;Cini Minis;Lantmännen АХА;EatMe","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Так","Жіноча","36-45 рік","Киев",">30 тис.грн."
"2019/10/31 3:23:03 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Скоріше так","Супермаркет (Сільпо, Білла, Варус)","Так","Ні","Так","Жіноча","36-45 рік","Київ",">30 тис.грн."
"2019/10/31 3:23:16 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Жодний з перелічених","Скоріше так","Гіпермаркет (Ашан, Метро, Фоззі)","Ні","Ні","Ні","Жіноча","36-45 рік","Київ","4-6 тис.грн."
"2019/10/31 3:28:34 PM GMT+2","Так","Як перекус","EatMe;Батончики Гранола","Скоріше ні","Мінімаркет (Фора, АТБ)","Так","Так","Так","Жіноча","14-21 рік","",">30 тис.грн."
"2019/10/31 3:32:15 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Fitness","Так","Супермаркет (Сільпо, Білла, Варус)","Ні","Ні","Ні","Чоловіча","14-21 рік","Kyiv","<4 тис.грн."
"2019/10/31 3:32:53 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Tekmar","Скоріше так","Супермаркет (Сільпо, Білла, Варус);Кіоск","Ні","Ні","Ні","Жіноча","22-35 рік","","10-20 тис.грн."
"2019/10/31 3:40:20 PM GMT+2","Так","Как сладости, которые делают вид что они полезные)) в подавляющем большинстве все равно есть сахар, куча жиров и всякой дичи","Жодний з перелічених","Скоріше так","Супермаркет (Сільпо, Білла, Варус);Мінімаркет (Фора, АТБ)","Так","Ні","Так","Жіноча","22-35 рік","",""
"2019/10/31 3:55:45 PM GMT+2","Ні","","","","","","","","Жіноча","22-35 рік","Киев","<4 тис.грн."
"2019/10/31 4:02:26 PM GMT+2","Так","Як перекус","EatMe","Так","Супермаркет (Сільпо, Білла, Варус)","Так","Так","Так","Жіноча","36-45 рік","КИЇВ","10-20 тис.грн."
"2019/10/31 4:05:05 PM GMT+2","Так","Як солодощі/альтернатива солодощам","Tekmar","Скоріше так","Аптека","Ні","Ні","Ні","Жіноча","22-35 рік","Киев","7-10 тис.грн."
"2019/10/31 4:13:00 PM GMT+2","Ні","","","","","","","","Жіноча","36-45 рік","Хмельницкий","<4 тис.грн."
